"Any";"Mes";"Codi_Districte";"Nom_Districte";"Codi_Barri";"Nom_Barri";"Sexe";"Demanda_ocupacio";"Nombre"
2022;1;9;"Sant Andreu";58;"BarÃ³ de Viver";"Homes";"Demanda No Aturats";22
2022;1;9;"Sant Andreu";59;"el Bon Pastor";"Homes";"Demanda No Aturats";127
2022;1;9;"Sant Andreu";60;"Sant Andreu";"Homes";"Demanda No Aturats";514
2022;1;9;"Sant Andreu";61;"la Sagrera";"Homes";"Demanda No Aturats";211
2022;1;9;"Sant Andreu";62;"el CongrÃ©s i els Indians";"Homes";"Demanda No Aturats";103
2022;1;9;"Sant Andreu";63;"Navas";"Homes";"Demanda No Aturats";158
2022;1;10;"Sant MartÃ­";64;"el Camp de l'Arpa del Clot";"Homes";"Demanda No Aturats";270
2022;1;10;"Sant MartÃ­";65;"el Clot";"Homes";"Demanda No Aturats";185
2022;1;10;"Sant MartÃ­";66;"el Parc i la Llacuna del Poblenou";"Homes";"Demanda No Aturats";87
2022;1;10;"Sant MartÃ­";67;"la Vila OlÃ­mpica del Poblenou";"Homes";"Demanda No Aturats";52
2022;1;10;"Sant MartÃ­";68;"el Poblenou";"Homes";"Demanda No Aturats";182
2022;1;10;"Sant MartÃ­";69;"Diagonal Mar i el Front MarÃ­tim del Poblenou";"Homes";"Demanda No Aturats";105
2022;1;10;"Sant MartÃ­";70;"el BesÃ²s i el Maresme";"Homes";"Demanda No Aturats";241
2022;1;10;"Sant MartÃ­";71;"ProvenÃ§als del Poblenou";"Homes";"Demanda No Aturats";149
2022;1;10;"Sant MartÃ­";72;"Sant MartÃ­ de ProvenÃ§als";"Homes";"Demanda No Aturats";204
2022;1;10;"Sant MartÃ­";73;"la Verneda i la Pau";"Homes";"Demanda No Aturats";231
2022;1;99;"No consta";99;"No consta";"Homes";"Demanda No Aturats";13
2022;2;1;"Ciutat Vella";1;"el Raval";"Dones";"Atur Registrat";1350
2022;2;1;"Ciutat Vella";2;"el Barri GÃ²tic";"Dones";"Atur Registrat";387
2022;2;1;"Ciutat Vella";3;"la Barceloneta";"Dones";"Atur Registrat";433
2022;2;1;"Ciutat Vella";4;"Sant Pere, Santa Caterina i la Ribera";"Dones";"Atur Registrat";598
2022;2;2;"Eixample";5;"el Fort Pienc";"Dones";"Atur Registrat";562
2022;2;2;"Eixample";6;"la Sagrada FamÃ­lia";"Dones";"Atur Registrat";938
2022;2;2;"Eixample";7;"la Dreta de l'Eixample";"Dones";"Atur Registrat";634
2022;2;2;"Eixample";8;"l'Antiga Esquerra de l'Eixample";"Dones";"Atur Registrat";645
2022;2;2;"Eixample";9;"la Nova Esquerra de l'Eixample";"Dones";"Atur Registrat";998
2022;2;2;"Eixample";10;"Sant Antoni";"Dones";"Atur Registrat";711
2022;2;3;"Sants-MontjuÃ¯c";11;"el Poble Sec";"Dones";"Atur Registrat";921
2022;2;3;"Sants-MontjuÃ¯c";12;"la Marina del Prat Vermell";"Dones";"Atur Registrat";45
2022;2;3;"Sants-MontjuÃ¯c";13;"la Marina de Port";"Dones";"Atur Registrat";929
2022;2;3;"Sants-MontjuÃ¯c";14;"la Font de la Guatlla";"Dones";"Atur Registrat";237
2022;2;3;"Sants-MontjuÃ¯c";15;"Hostafrancs";"Dones";"Atur Registrat";342
2022;2;3;"Sants-MontjuÃ¯c";16;"la Bordeta";"Dones";"Atur Registrat";402
2022;2;3;"Sants-MontjuÃ¯c";17;"Sants - Badal";"Dones";"Atur Registrat";431
2022;2;3;"Sants-MontjuÃ¯c";18;"Sants";"Dones";"Atur Registrat";819
2022;2;4;"Les Corts";19;"les Corts";"Dones";"Atur Registrat";823
2022;2;4;"Les Corts";20;"la Maternitat i Sant Ramon";"Dones";"Atur Registrat";427
2022;2;4;"Les Corts";21;"Pedralbes";"Dones";"Atur Registrat";103
2022;2;5;"SarriÃ -Sant Gervasi";22;"Vallvidrera, el Tibidabo i les Planes";"Dones";"Atur Registrat";43
2022;2;5;"SarriÃ -Sant Gervasi";23;"SarriÃ ";"Dones";"Atur Registrat";224
2022;2;5;"SarriÃ -Sant Gervasi";24;"les Tres Torres";"Dones";"Atur Registrat";168
2022;2;5;"SarriÃ -Sant Gervasi";25;"Sant Gervasi - la Bonanova";"Dones";"Atur Registrat";277
2022;2;5;"SarriÃ -Sant Gervasi";26;"Sant Gervasi - Galvany";"Dones";"Atur Registrat";479
2022;2;5;"SarriÃ -Sant Gervasi";27;"el Putxet i el FarrÃ³";"Dones";"Atur Registrat";436
2022;2;6;"GrÃ cia";28;"Vallcarca i els Penitents";"Dones";"Atur Registrat";286
2022;2;6;"GrÃ cia";29;"el Coll";"Dones";"Atur Registrat";118
2022;2;6;"GrÃ cia";30;"la Salut";"Dones";"Atur Registrat";248
2022;2;6;"GrÃ cia";31;"la Vila de GrÃ cia";"Dones";"Atur Registrat";978
2022;2;6;"GrÃ cia";32;"el Camp d'en Grassot i GrÃ cia Nova";"Dones";"Atur Registrat";627
2022;2;7;"Horta-GuinardÃ³";33;"el Baix GuinardÃ³";"Dones";"Atur Registrat";480
2022;2;7;"Horta-GuinardÃ³";34;"Can BarÃ³";"Dones";"Atur Registrat";178
2022;2;7;"Horta-GuinardÃ³";35;"el GuinardÃ³";"Dones";"Atur Registrat";799
2022;2;7;"Horta-GuinardÃ³";36;"la Font d'en Fargues";"Dones";"Atur Registrat";236
2022;2;7;"Horta-GuinardÃ³";37;"el Carmel";"Dones";"Atur Registrat";803
2022;2;7;"Horta-GuinardÃ³";38;"la Teixonera";"Dones";"Atur Registrat";253
2022;2;7;"Horta-GuinardÃ³";39;"Sant GenÃ­s dels Agudells";"Dones";"Atur Registrat";154
2022;2;7;"Horta-GuinardÃ³";40;"Montbau";"Dones";"Atur Registrat";112
2022;2;7;"Horta-GuinardÃ³";41;"la Vall d'Hebron";"Dones";"Atur Registrat";119
2022;2;7;"Horta-GuinardÃ³";42;"la Clota";"Dones";"Atur Registrat";8
2022;2;7;"Horta-GuinardÃ³";43;"Horta";"Dones";"Atur Registrat";710
2022;2;8;"Nou Barris";44;"Vilapicina i la Torre Llobeta";"Dones";"Atur Registrat";668
2022;2;8;"Nou Barris";45;"Porta";"Dones";"Atur Registrat";635
2022;2;8;"Nou Barris";46;"el TurÃ³ de la Peira";"Dones";"Atur Registrat";424
2022;2;8;"Nou Barris";47;"Can Peguera";"Dones";"Atur Registrat";59
2022;2;8;"Nou Barris";48;"la Guineueta";"Dones";"Atur Registrat";466
2022;2;8;"Nou Barris";49;"Canyelles";"Dones";"Atur Registrat";227
2022;2;8;"Nou Barris";50;"les Roquetes";"Dones";"Atur Registrat";493
2022;2;8;"Nou Barris";51;"Verdun";"Dones";"Atur Registrat";378
2022;2;8;"Nou Barris";52;"la Prosperitat";"Dones";"Atur Registrat";713
2022;2;8;"Nou Barris";53;"la Trinitat Nova";"Dones";"Atur Registrat";340
2022;2;8;"Nou Barris";54;"Torre BarÃ³";"Dones";"Atur Registrat";94
2022;2;8;"Nou Barris";55;"Ciutat Meridiana";"Dones";"Atur Registrat";492
2022;2;8;"Nou Barris";56;"Vallbona";"Dones";"Atur Registrat";57
2022;2;9;"Sant Andreu";57;"la Trinitat Vella";"Dones";"Atur Registrat";456
2022;2;9;"Sant Andreu";58;"BarÃ³ de Viver";"Dones";"Atur Registrat";62
2022;2;9;"Sant Andreu";59;"el Bon Pastor";"Dones";"Atur Registrat";352
2022;2;9;"Sant Andreu";60;"Sant Andreu";"Dones";"Atur Registrat";1427
2022;2;9;"Sant Andreu";61;"la Sagrera";"Dones";"Atur Registrat";620
2022;2;9;"Sant Andreu";62;"el CongrÃ©s i els Indians";"Dones";"Atur Registrat";302
2022;2;9;"Sant Andreu";63;"Navas";"Dones";"Atur Registrat";466
2022;2;10;"Sant MartÃ­";64;"el Camp de l'Arpa del Clot";"Dones";"Atur Registrat";852
2022;2;10;"Sant MartÃ­";65;"el Clot";"Dones";"Atur Registrat";605
2022;2;10;"Sant MartÃ­";66;"el Parc i la Llacuna del Poblenou";"Dones";"Atur Registrat";298
2022;2;10;"Sant MartÃ­";67;"la Vila OlÃ­mpica del Poblenou";"Dones";"Atur Registrat";185
2022;2;10;"Sant MartÃ­";68;"el Poblenou";"Dones";"Atur Registrat";644
2022;2;10;"Sant MartÃ­";69;"Diagonal Mar i el Front MarÃ­tim del Poblenou";"Dones";"Atur Registrat";340
2022;2;10;"Sant MartÃ­";70;"el BesÃ²s i el Maresme";"Dones";"Atur Registrat";781
2022;2;10;"Sant MartÃ­";71;"ProvenÃ§als del Poblenou";"Dones";"Atur Registrat";498
2022;2;10;"Sant MartÃ­";72;"Sant MartÃ­ de ProvenÃ§als";"Dones";"Atur Registrat";685
2022;2;10;"Sant MartÃ­";73;"la Verneda i la Pau";"Dones";"Atur Registrat";776
2022;2;99;"No consta";99;"No consta";"Dones";"Atur Registrat";43
2022;2;1;"Ciutat Vella";1;"el Raval";"Dones";"Demanda No Aturats";474
2022;2;1;"Ciutat Vella";2;"el Barri GÃ²tic";"Dones";"Demanda No Aturats";112
2022;2;1;"Ciutat Vella";3;"la Barceloneta";"Dones";"Demanda No Aturats";120
2022;2;1;"Ciutat Vella";4;"Sant Pere, Santa Caterina i la Ribera";"Dones";"Demanda No Aturats";169
2022;2;2;"Eixample";5;"el Fort Pienc";"Dones";"Demanda No Aturats";200
2022;2;2;"Eixample";6;"la Sagrada FamÃ­lia";"Dones";"Demanda No Aturats";338
2022;2;2;"Eixample";7;"la Dreta de l'Eixample";"Dones";"Demanda No Aturats";220
2022;2;2;"Eixample";8;"l'Antiga Esquerra de l'Eixample";"Dones";"Demanda No Aturats";214
2022;2;2;"Eixample";9;"la Nova Esquerra de l'Eixample";"Dones";"Demanda No Aturats";357
2022;2;2;"Eixample";10;"Sant Antoni";"Dones";"Demanda No Aturats";247
2022;2;3;"Sants-MontjuÃ¯c";11;"el Poble Sec";"Dones";"Demanda No Aturats";326
2022;2;3;"Sants-MontjuÃ¯c";12;"la Marina del Prat Vermell";"Dones";"Demanda No Aturats";13
2022;2;3;"Sants-MontjuÃ¯c";13;"la Marina de Port";"Dones";"Demanda No Aturats";261
2022;2;3;"Sants-MontjuÃ¯c";14;"la Font de la Guatlla";"Dones";"Demanda No Aturats";82
2022;2;3;"Sants-MontjuÃ¯c";15;"Hostafrancs";"Dones";"Demanda No Aturats";124
2022;2;3;"Sants-MontjuÃ¯c";16;"la Bordeta";"Dones";"Demanda No Aturats";146
2022;2;3;"Sants-MontjuÃ¯c";17;"Sants - Badal";"Dones";"Demanda No Aturats";172
2022;2;3;"Sants-MontjuÃ¯c";18;"Sants";"Dones";"Demanda No Aturats";309
2022;2;4;"Les Corts";19;"les Corts";"Dones";"Demanda No Aturats";309
2022;2;4;"Les Corts";20;"la Maternitat i Sant Ramon";"Dones";"Demanda No Aturats";170
2022;2;4;"Les Corts";21;"Pedralbes";"Dones";"Demanda No Aturats";30
2022;2;5;"SarriÃ -Sant Gervasi";22;"Vallvidrera, el Tibidabo i les Planes";"Dones";"Demanda No Aturats";15
2022;2;5;"SarriÃ -Sant Gervasi";23;"SarriÃ ";"Dones";"Demanda No Aturats";71
2022;2;5;"SarriÃ -Sant Gervasi";24;"les Tres Torres";"Dones";"Demanda No Aturats";60
2022;2;5;"SarriÃ -Sant Gervasi";25;"Sant Gervasi - la Bonanova";"Dones";"Demanda No Aturats";95
2022;2;5;"SarriÃ -Sant Gervasi";26;"Sant Gervasi - Galvany";"Dones";"Demanda No Aturats";161
2022;2;5;"SarriÃ -Sant Gervasi";27;"el Putxet i el FarrÃ³";"Dones";"Demanda No Aturats";155
2022;2;6;"GrÃ cia";28;"Vallcarca i els Penitents";"Dones";"Demanda No Aturats";107
2022;2;6;"GrÃ cia";29;"el Coll";"Dones";"Demanda No Aturats";45
2022;2;6;"GrÃ cia";30;"la Salut";"Dones";"Demanda No Aturats";92
2022;2;6;"GrÃ cia";31;"la Vila de GrÃ cia";"Dones";"Demanda No Aturats";298
2022;2;6;"GrÃ cia";32;"el Camp d'en Grassot i GrÃ cia Nova";"Dones";"Demanda No Aturats";230
2022;2;7;"Horta-GuinardÃ³";33;"el Baix GuinardÃ³";"Dones";"Demanda No Aturats";176
2022;2;7;"Horta-GuinardÃ³";34;"Can BarÃ³";"Dones";"Demanda No Aturats";66
2022;2;7;"Horta-GuinardÃ³";35;"el GuinardÃ³";"Dones";"Demanda No Aturats";250
2022;2;7;"Horta-GuinardÃ³";36;"la Font d'en Fargues";"Dones";"Demanda No Aturats";75
2022;2;7;"Horta-GuinardÃ³";37;"el Carmel";"Dones";"Demanda No Aturats";258
2022;2;7;"Horta-GuinardÃ³";38;"la Teixonera";"Dones";"Demanda No Aturats";83
2022;2;7;"Horta-GuinardÃ³";39;"Sant GenÃ­s dels Agudells";"Dones";"Demanda No Aturats";51
2022;2;7;"Horta-GuinardÃ³";40;"Montbau";"Dones";"Demanda No Aturats";37
2022;2;7;"Horta-GuinardÃ³";41;"la Vall d'Hebron";"Dones";"Demanda No Aturats";40
2022;2;7;"Horta-GuinardÃ³";42;"la Clota";"Dones";"Demanda No Aturats";3
2022;2;7;"Horta-GuinardÃ³";43;"Horta";"Dones";"Demanda No Aturats";229
2022;2;8;"Nou Barris";44;"Vilapicina i la Torre Llobeta";"Dones";"Demanda No Aturats";213
2022;2;8;"Nou Barris";45;"Porta";"Dones";"Demanda No Aturats";187
2022;2;8;"Nou Barris";46;"el TurÃ³ de la Peira";"Dones";"Demanda No Aturats";137
2022;2;8;"Nou Barris";47;"Can Peguera";"Dones";"Demanda No Aturats";19
2022;2;8;"Nou Barris";48;"la Guineueta";"Dones";"Demanda No Aturats";153
2022;2;8;"Nou Barris";49;"Canyelles";"Dones";"Demanda No Aturats";75
2022;2;8;"Nou Barris";50;"les Roquetes";"Dones";"Demanda No Aturats";162
2022;2;8;"Nou Barris";51;"Verdun";"Dones";"Demanda No Aturats";124
2022;2;8;"Nou Barris";52;"la Prosperitat";"Dones";"Demanda No Aturats";210
2022;2;8;"Nou Barris";53;"la Trinitat Nova";"Dones";"Demanda No Aturats";83
2022;2;8;"Nou Barris";54;"Torre BarÃ³";"Dones";"Demanda No Aturats";22
2022;2;8;"Nou Barris";55;"Ciutat Meridiana";"Dones";"Demanda No Aturats";116
2022;2;8;"Nou Barris";56;"Vallbona";"Dones";"Demanda No Aturats";13
2022;2;9;"Sant Andreu";57;"la Trinitat Vella";"Dones";"Demanda No Aturats";108
2022;2;9;"Sant Andreu";58;"BarÃ³ de Viver";"Dones";"Demanda No Aturats";20
2022;2;9;"Sant Andreu";59;"el Bon Pastor";"Dones";"Demanda No Aturats";113
2022;2;9;"Sant Andreu";60;"Sant Andreu";"Dones";"Demanda No Aturats";458
2022;2;9;"Sant Andreu";61;"la Sagrera";"Dones";"Demanda No Aturats";252
2022;2;9;"Sant Andreu";62;"el CongrÃ©s i els Indians";"Dones";"Demanda No Aturats";123
2022;2;9;"Sant Andreu";63;"Navas";"Dones";"Demanda No Aturats";185
2022;2;10;"Sant MartÃ­";64;"el Camp de l'Arpa del Clot";"Dones";"Demanda No Aturats";283
2022;2;10;"Sant MartÃ­";65;"el Clot";"Dones";"Demanda No Aturats";189
2022;2;10;"Sant MartÃ­";66;"el Parc i la Llacuna del Poblenou";"Dones";"Demanda No Aturats";85
2022;2;10;"Sant MartÃ­";67;"la Vila OlÃ­mpica del Poblenou";"Dones";"Demanda No Aturats";53
2022;2;10;"Sant MartÃ­";68;"el Poblenou";"Dones";"Demanda No Aturats";185
2022;2;10;"Sant MartÃ­";69;"Diagonal Mar i el Front MarÃ­tim del Poblenou";"Dones";"Demanda No Aturats";90
2022;2;10;"Sant MartÃ­";70;"el BesÃ²s i el Maresme";"Dones";"Demanda No Aturats";206
2022;2;10;"Sant MartÃ­";71;"ProvenÃ§als del Poblenou";"Dones";"Demanda No Aturats";135
2022;2;10;"Sant MartÃ­";72;"Sant MartÃ­ de ProvenÃ§als";"Dones";"Demanda No Aturats";180
2022;2;10;"Sant MartÃ­";73;"la Verneda i la Pau";"Dones";"Demanda No Aturats";203
2022;2;99;"No consta";99;"No consta";"Dones";"Demanda No Aturats";7
2022;2;1;"Ciutat Vella";1;"el Raval";"Homes";"Atur Registrat";1685
2022;2;1;"Ciutat Vella";2;"el Barri GÃ²tic";"Homes";"Atur Registrat";454
2022;2;1;"Ciutat Vella";3;"la Barceloneta";"Homes";"Atur Registrat";414
2022;2;1;"Ciutat Vella";4;"Sant Pere, Santa Caterina i la Ribera";"Homes";"Atur Registrat";571
2022;2;2;"Eixample";5;"el Fort Pienc";"Homes";"Atur Registrat";494
2022;2;2;"Eixample";6;"la Sagrada FamÃ­lia";"Homes";"Atur Registrat";784
2022;2;2;"Eixample";7;"la Dreta de l'Eixample";"Homes";"Atur Registrat";510
2022;2;2;"Eixample";8;"l'Antiga Esquerra de l'Eixample";"Homes";"Atur Registrat";556
2022;2;2;"Eixample";9;"la Nova Esquerra de l'Eixample";"Homes";"Atur Registrat";822
2022;2;2;"Eixample";10;"Sant Antoni";"Homes";"Atur Registrat";615
2022;2;3;"Sants-MontjuÃ¯c";11;"el Poble Sec";"Homes";"Atur Registrat";874
2022;2;3;"Sants-MontjuÃ¯c";12;"la Marina del Prat Vermell";"Homes";"Atur Registrat";52
2022;2;3;"Sants-MontjuÃ¯c";13;"la Marina de Port";"Homes";"Atur Registrat";671
2022;2;3;"Sants-MontjuÃ¯c";14;"la Font de la Guatlla";"Homes";"Atur Registrat";221
2022;2;3;"Sants-MontjuÃ¯c";15;"Hostafrancs";"Homes";"Atur Registrat";281
2022;2;3;"Sants-MontjuÃ¯c";16;"la Bordeta";"Homes";"Atur Registrat";330
2022;2;3;"Sants-MontjuÃ¯c";17;"Sants - Badal";"Homes";"Atur Registrat";328
2022;2;3;"Sants-MontjuÃ¯c";18;"Sants";"Homes";"Atur Registrat";651
2022;2;4;"Les Corts";19;"les Corts";"Homes";"Atur Registrat";648
2022;2;4;"Les Corts";20;"la Maternitat i Sant Ramon";"Homes";"Atur Registrat";325
2022;2;4;"Les Corts";21;"Pedralbes";"Homes";"Atur Registrat";84
2022;2;5;"SarriÃ -Sant Gervasi";22;"Vallvidrera, el Tibidabo i les Planes";"Homes";"Atur Registrat";42
2022;2;5;"SarriÃ -Sant Gervasi";23;"SarriÃ ";"Homes";"Atur Registrat";194
2022;2;5;"SarriÃ -Sant Gervasi";24;"les Tres Torres";"Homes";"Atur Registrat";161
2022;2;5;"SarriÃ -Sant Gervasi";25;"Sant Gervasi - la Bonanova";"Homes";"Atur Registrat";212
2022;2;5;"SarriÃ -Sant Gervasi";26;"Sant Gervasi - Galvany";"Homes";"Atur Registrat";381
2022;2;5;"SarriÃ -Sant Gervasi";27;"el Putxet i el FarrÃ³";"Homes";"Atur Registrat";364
2022;2;6;"GrÃ cia";28;"Vallcarca i els Penitents";"Homes";"Atur Registrat";244
2022;2;6;"GrÃ cia";29;"el Coll";"Homes";"Atur Registrat";100
2022;2;6;"GrÃ cia";30;"la Salut";"Homes";"Atur Registrat";201
2022;2;6;"GrÃ cia";31;"la Vila de GrÃ cia";"Homes";"Atur Registrat";742
2022;2;6;"GrÃ cia";32;"el Camp d'en Grassot i GrÃ cia Nova";"Homes";"Atur Registrat";503
2022;2;7;"Horta-GuinardÃ³";33;"el Baix GuinardÃ³";"Homes";"Atur Registrat";386
2022;2;7;"Horta-GuinardÃ³";34;"Can BarÃ³";"Homes";"Atur Registrat";144
2022;2;7;"Horta-GuinardÃ³";35;"el GuinardÃ³";"Homes";"Atur Registrat";609
2022;2;7;"Horta-GuinardÃ³";36;"la Font d'en Fargues";"Homes";"Atur Registrat";193
2022;2;7;"Horta-GuinardÃ³";37;"el Carmel";"Homes";"Atur Registrat";659
2022;2;7;"Horta-GuinardÃ³";38;"la Teixonera";"Homes";"Atur Registrat";225
2022;2;7;"Horta-GuinardÃ³";39;"Sant GenÃ­s dels Agudells";"Homes";"Atur Registrat";141
2022;2;7;"Horta-GuinardÃ³";40;"Montbau";"Homes";"Atur Registrat";102
2022;2;7;"Horta-GuinardÃ³";41;"la Vall d'Hebron";"Homes";"Atur Registrat";109
2022;2;7;"Horta-GuinardÃ³";42;"la Clota";"Homes";"Atur Registrat";8
2022;2;7;"Horta-GuinardÃ³";43;"Horta";"Homes";"Atur Registrat";561
2022;2;8;"Nou Barris";44;"Vilapicina i la Torre Llobeta";"Homes";"Atur Registrat";530
2022;2;8;"Nou Barris";45;"Porta";"Homes";"Atur Registrat";534
2022;2;8;"Nou Barris";46;"el TurÃ³ de la Peira";"Homes";"Atur Registrat";327
2022;2;8;"Nou Barris";47;"Can Peguera";"Homes";"Atur Registrat";45
2022;2;8;"Nou Barris";48;"la Guineueta";"Homes";"Atur Registrat";359
2022;2;8;"Nou Barris";49;"Canyelles";"Homes";"Atur Registrat";175
2022;2;8;"Nou Barris";50;"les Roquetes";"Homes";"Atur Registrat";379
2022;2;8;"Nou Barris";51;"Verdun";"Homes";"Atur Registrat";291
2022;2;8;"Nou Barris";52;"la Prosperitat";"Homes";"Atur Registrat";600
2022;2;8;"Nou Barris";53;"la Trinitat Nova";"Homes";"Atur Registrat";270
2022;2;8;"Nou Barris";54;"Torre BarÃ³";"Homes";"Atur Registrat";75
2022;2;8;"Nou Barris";55;"Ciutat Meridiana";"Homes";"Atur Registrat";392
2022;2;8;"Nou Barris";56;"Vallbona";"Homes";"Atur Registrat";45
2022;2;9;"Sant Andreu";57;"la Trinitat Vella";"Homes";"Atur Registrat";363
2022;2;9;"Sant Andreu";58;"BarÃ³ de Viver";"Homes";"Atur Registrat";46
2022;2;9;"Sant Andreu";59;"el Bon Pastor";"Homes";"Atur Registrat";262
2022;2;9;"Sant Andreu";60;"Sant Andreu";"Homes";"Atur Registrat";1062
2022;2;9;"Sant Andreu";61;"la Sagrera";"Homes";"Atur Registrat";465
2022;2;9;"Sant Andreu";62;"el CongrÃ©s i els Indians";"Homes";"Atur Registrat";226
2022;2;9;"Sant Andreu";63;"Navas";"Homes";"Atur Registrat";350
2022;2;10;"Sant MartÃ­";64;"el Camp de l'Arpa del Clot";"Homes";"Atur Registrat";673
2022;2;10;"Sant MartÃ­";65;"el Clot";"Homes";"Atur Registrat";491
2022;2;10;"Sant MartÃ­";66;"el Parc i la Llacuna del Poblenou";"Homes";"Atur Registrat";248
2022;2;10;"Sant MartÃ­";67;"la Vila OlÃ­mpica del Poblenou";"Homes";"Atur Registrat";155
2022;2;10;"Sant MartÃ­";68;"el Poblenou";"Homes";"Atur Registrat";539
2022;2;10;"Sant MartÃ­";69;"Diagonal Mar i el Front MarÃ­tim del Poblenou";"Homes";"Atur Registrat";292
2022;2;10;"Sant MartÃ­";70;"el BesÃ²s i el Maresme";"Homes";"Atur Registrat";667
2022;2;10;"Sant MartÃ­";71;"ProvenÃ§als del Poblenou";"Homes";"Atur Registrat";396
2022;2;10;"Sant MartÃ­";72;"Sant MartÃ­ de ProvenÃ§als";"Homes";"Atur Registrat";512
2022;2;10;"Sant MartÃ­";73;"la Verneda i la Pau";"Homes";"Atur Registrat";575
2022;2;99;"No consta";99;"No consta";"Homes";"Atur Registrat";32
2022;2;1;"Ciutat Vella";1;"el Raval";"Homes";"Demanda No Aturats";577
2022;2;1;"Ciutat Vella";2;"el Barri GÃ²tic";"Homes";"Demanda No Aturats";166
2022;2;1;"Ciutat Vella";3;"la Barceloneta";"Homes";"Demanda No Aturats";119
2022;2;1;"Ciutat Vella";4;"Sant Pere, Santa Caterina i la Ribera";"Homes";"Demanda No Aturats";166
2022;2;2;"Eixample";5;"el Fort Pienc";"Homes";"Demanda No Aturats";159
2022;2;2;"Eixample";6;"la Sagrada FamÃ­lia";"Homes";"Demanda No Aturats";261
2022;2;2;"Eixample";7;"la Dreta de l'Eixample";"Homes";"Demanda No Aturats";162
2022;2;2;"Eixample";8;"l'Antiga Esquerra de l'Eixample";"Homes";"Demanda No Aturats";163
2022;2;2;"Eixample";9;"la Nova Esquerra de l'Eixample";"Homes";"Demanda No Aturats";309
2022;2;2;"Eixample";10;"Sant Antoni";"Homes";"Demanda No Aturats";225
2022;2;3;"Sants-MontjuÃ¯c";11;"el Poble Sec";"Homes";"Demanda No Aturats";317
2022;2;3;"Sants-MontjuÃ¯c";12;"la Marina del Prat Vermell";"Homes";"Demanda No Aturats";18
2022;2;3;"Sants-MontjuÃ¯c";13;"la Marina de Port";"Homes";"Demanda No Aturats";266
2022;2;3;"Sants-MontjuÃ¯c";14;"la Font de la Guatlla";"Homes";"Demanda No Aturats";80
2022;2;3;"Sants-MontjuÃ¯c";15;"Hostafrancs";"Homes";"Demanda No Aturats";104
2022;2;3;"Sants-MontjuÃ¯c";16;"la Bordeta";"Homes";"Demanda No Aturats";122
2022;2;3;"Sants-MontjuÃ¯c";17;"Sants - Badal";"Homes";"Demanda No Aturats";138
2022;2;3;"Sants-MontjuÃ¯c";18;"Sants";"Homes";"Demanda No Aturats";253
2022;2;4;"Les Corts";19;"les Corts";"Homes";"Demanda No Aturats";254
2022;2;4;"Les Corts";20;"la Maternitat i Sant Ramon";"Homes";"Demanda No Aturats";136
2022;2;4;"Les Corts";21;"Pedralbes";"Homes";"Demanda No Aturats";20
2022;2;5;"SarriÃ -Sant Gervasi";22;"Vallvidrera, el Tibidabo i les Planes";"Homes";"Demanda No Aturats";16
2022;2;5;"SarriÃ -Sant Gervasi";23;"SarriÃ ";"Homes";"Demanda No Aturats";56
2022;2;5;"SarriÃ -Sant Gervasi";24;"les Tres Torres";"Homes";"Demanda No Aturats";60
2022;2;5;"SarriÃ -Sant Gervasi";25;"Sant Gervasi - la Bonanova";"Homes";"Demanda No Aturats";80
2022;2;5;"SarriÃ -Sant Gervasi";26;"Sant Gervasi - Galvany";"Homes";"Demanda No Aturats";126
2022;2;5;"SarriÃ -Sant Gervasi";27;"el Putxet i el FarrÃ³";"Homes";"Demanda No Aturats";125
2022;2;6;"GrÃ cia";28;"Vallcarca i els Penitents";"Homes";"Demanda No Aturats";87
2022;2;6;"GrÃ cia";29;"el Coll";"Homes";"Demanda No Aturats";36
2022;2;6;"GrÃ cia";30;"la Salut";"Homes";"Demanda No Aturats";74
2022;2;6;"GrÃ cia";31;"la Vila de GrÃ cia";"Homes";"Demanda No Aturats";244
2022;2;6;"GrÃ cia";32;"el Camp d'en Grassot i GrÃ cia Nova";"Homes";"Demanda No Aturats";172
2022;2;7;"Horta-GuinardÃ³";33;"el Baix GuinardÃ³";"Homes";"Demanda No Aturats";136
2022;2;7;"Horta-GuinardÃ³";34;"Can BarÃ³";"Homes";"Demanda No Aturats";53
2022;2;7;"Horta-GuinardÃ³";35;"el GuinardÃ³";"Homes";"Demanda No Aturats";226
2022;2;7;"Horta-GuinardÃ³";36;"la Font d'en Fargues";"Homes";"Demanda No Aturats";58
2022;2;7;"Horta-GuinardÃ³";37;"el Carmel";"Homes";"Demanda No Aturats";200
2022;2;7;"Horta-GuinardÃ³";38;"la Teixonera";"Homes";"Demanda No Aturats";71
2022;2;7;"Horta-GuinardÃ³";39;"Sant GenÃ­s dels Agudells";"Homes";"Demanda No Aturats";45
2022;2;7;"Horta-GuinardÃ³";40;"Montbau";"Homes";"Demanda No Aturats";33
2022;2;7;"Horta-GuinardÃ³";41;"la Vall d'Hebron";"Homes";"Demanda No Aturats";35
2022;2;7;"Horta-GuinardÃ³";42;"la Clota";"Homes";"Demanda No Aturats";2
2022;2;7;"Horta-GuinardÃ³";43;"Horta";"Homes";"Demanda No Aturats";187
2022;2;8;"Nou Barris";44;"Vilapicina i la Torre Llobeta";"Homes";"Demanda No Aturats";189
2022;2;8;"Nou Barris";45;"Porta";"Homes";"Demanda No Aturats";188
